Block Name,Block Number,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
dataset_1,1,25725,-17.1895,-13.2091,-0.252379,21.68,1085710474,22826,21.68,1,6,1085710474,-0.667
dataset_1,1,26157,-17.139,-13.0848,-0.627541,21.572,1085711298,23124,21.572,6,2,1085711298,-1.667
dataset_1,1,26447,-17.1969,-13.557,-0.509556,21.904,1085711828,23315,21.904,3,31,1085711828,-1.333
dataset_1,1,26476,-17.1489,-13.4175,-0.506671,21.78,1085711883,23336,21.78,3,31,1085711883,-1.333
dataset_1,1,26504,-17.1491,-13.3262,-0.505368,21.724,1085711939,23355,21.724,3,31,1085711939,-1.333
dataset_1,1,26532,-17.1091,-13.1948,-0.502763,21.612,1085711994,23376,21.612,10,31,1085711994,-1.333
dataset_1,1,26561,-17.1623,-13.1453,-0.503042,21.624,1085712049,23395,21.624,7,31,1085712049,-1.333
dataset_1,1,26590,-17.2972,-13.1531,-0.505648,21.736,1085712105,23415,21.736,10,31,1085712105,-1.333
dataset_1,1,26619,-17.3207,-13.0758,-0.504996,21.708,1085712160,23435,21.708,7,31,1085712160,-1.333
dataset_1,1,26679,-16.5665,-13.5982,-0.37411,21.436,1085712291,23482,21.436,2,1,1085712291,-1
dataset_1,1,26732,-16.7357,-13.5426,-0.375785,21.532,1085712401,23522,21.532,20,1,1085712401,-1
dataset_1,1,26760,-16.7953,-13.4941,-0.376064,21.548,1085712457,23542,21.548,17,1,1085712457,-1
dataset_1,1,26868,-16.9554,-13.247,-0.375576,21.52,1085712678,23620,21.52,10,1,1085712678,-1
dataset_1,1,26897,-17.0765,-13.2411,-0.377181,21.612,1085712733,23641,21.612,7,1,1085712733,-1
dataset_1,1,26924,-17.1195,-13.179,-0.377112,21.608,1085712788,23661,21.608,5,1,1085712788,-1
dataset_1,1,27006,-17.2566,-12.999,-0.377112,21.608,1085712954,23721,21.608,15,1,1085712954,-1
