timestamp,ping_time,ping_sequence,dropped_packets,rtt_ms,system_id,component_id
4384092700,4383666230,437,421633883,426.47003,255,190
4393894527,4393661376,438,421633883,233.15102,255,190
4403996944,4403661696,439,421633883,335.24802,255,190
4414040293,4413664370,440,421633883,375.923,255,190
4423990476,4423662579,441,421633883,327.897,255,190
4433938528,4433669376,442,421633883,269.152,255,190
4444038833,4443669373,443,421633883,369.46002,255,190
4453949497,4453664237,444,421633883,285.26,255,190
4463891233,4463663076,445,421633883,228.15701,255,190
4474039517,4473666539,446,421633883,372.97803,255,190
4483946829,4483664727,447,421633883,282.10202,255,190
4493989918,4493663742,448,421633883,326.17603,255,190
4504045468,4503663629,449,421633883,381.83902,255,190
4513898981,4513662593,450,421633883,236.38802,255,190
4523939524,4523665139,451,421633883,274.385,255,190
4543949610,4543661743,453,421633884,287.867,255,190
4553993841,4553660243,454,421633884,333.59802,255,190
4564000026,4563667411,455,421633884,332.61502,255,190
4574040969,4573667347,456,421633884,373.622,255,190
4594043049,4593666134,458,421633885,376.915,255,190
4603949636,4603665987,459,421633885,283.64902,255,190
4613991562,4613666223,460,421633885,325.33902,255,190
4633949756,4633657514,462,421633886,292.242,255,190
4644143511,4643670112,463,421633886,473.39902,255,190
4653991568,4653658654,464,421633886,332.914,255,190
4663950759,4663663318,465,421633886,287.441,255,190
4673941503,4673667402,466,421633886,274.101,255,190
4684001031,4683657314,467,421633886,343.717,255,190
4693998519,4693663509,468,421633886,335.01,255,190
4703993711,4703660293,469,421633886,333.41803,255,190
4713995496,4713661148,470,421633886,334.34802,255,190
4723949497,4723656411,471,421633886,293.08603,255,190
4733992605,4733662277,472,421633886,330.328,255,190
4744054714,4743661136,473,421633886,393.57803,255,190
4764050247,4763656911,475,421633886,393.33603,255,190
4773993647,4773665065,476,421633886,328.582,255,190
4783893642,4783657011,477,421633886,236.63101,255,190
4793893523,4793663386,478,421633886,230.13701,255,190
4803993660,4803661652,479,421633886,332.00803,255,190
